school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,PCA1,PCA2,Cluster,Recommendation,Suggested_Tool_or_Resource
GP,F,18,U,GT3,T,3,2,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13,0.2944087874576831,0.6312126663705412,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,GT3,T,1,3,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,11,-0.3749076111716161,0.0239876247981373,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12,0.6387248191000251,-0.8367764872605415,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,15,R,GT3,T,1,1,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,10,-0.9816111125560972,-0.5681687120318084,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11,-0.3171145098207317,-1.2266957763555586,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16,17,17,2.833041569734995,-0.1263654720073624,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,15,R,LE3,T,2,1,at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0,6,8,9,-1.554255457536585,-2.003600412988616,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10,11,11,-0.0826888556347956,-0.5766193792827768,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,16,U,GT3,A,1,2,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,0.1948380140624685,-1.084567893893078,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,17,R,GT3,T,3,2,at_home,other,course,father,1,2,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,10,-0.9259254394736148,-0.0710454053238415,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,17,R,GT3,T,1,1,other,other,other,father,1,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7,-2.888687431653985,-0.5872489484496984,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,15,R,GT3,T,4,4,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0,13,14,14,1.3261051723766764,-1.0873477374588094,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,16,U,LE3,A,2,2,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10,9,11,0.0135046296973687,-0.865007642197783,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10,-0.1904323050634754,-1.6901570941978097,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,15,R,LE3,T,1,1,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8,-2.411452472704241,-1.2129651891886013,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,16,R,GT3,T,0,2,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12,0.2713407378473637,-0.8453292394682692,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,17,R,GT3,T,2,3,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,12,-0.2247944007423269,-0.212902332340379,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,15,R,GT3,T,3,3,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14,16,16,2.099286424925642,-0.8337098995198705,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,M,16,U,GT3,T,1,1,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0,-3.826120283352061,-2.3077259012902847,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,M,17,U,GT3,T,1,1,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9,9,-1.1336871764130778,-0.4249281649017767,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,14,1.192613559281276,-1.2360902377848944,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,8,-1.251624943419565,-1.3437319135852697,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,16,R,GT3,T,3,4,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,11,-0.4055560233901225,-0.7733643018222407,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,15,R,GT3,T,1,1,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,9,-1.1301640501586694,-1.2029021314120931,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,11,0.2832795276318592,-1.537899368426396,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,17,R,GT3,T,2,1,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8,10,9,-1.233205519517607,0.0435706797028729,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,17,2.785641054443961,0.3317205780941212,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,15,R,GT3,T,1,2,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11,13,13,0.6340752693209684,-1.0125076084222713,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,2,3,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,15,2.030476545506917,-0.1946863310050743,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,M,16,R,GT3,T,1,2,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11,-0.0092294264370142,-1.0399118266358438,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,2,2,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,11,-0.4055560233901225,-0.7733643018222407,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0,10,8,8,-1.2025302974542236,-0.8673268523105667,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,9,8,8,-1.4208483678145971,-0.6402289975026151,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0,9,10,9,-0.5008274970056316,-1.789206000504261,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,13,14,15,1.5480588507494415,-0.5349673566190399,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,M,17,R,LE3,T,1,2,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4,10,11,11,-0.3903309515218912,-0.0757566461017153,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,1,1,other,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,13,10,13,1.0306216105347894,-0.9334573543984828,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,16,R,GT3,T,1,1,at_home,other,other,father,4,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10,9,10,-0.2973318182234531,-1.0538398465843386,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,15,R,GT3,T,1,1,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11,10,11,0.1052710010391243,-1.4984496984207447,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,13,12,14,0.8812053496431501,-0.6449002209942928,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13,14,14,1.530172612876159,-1.132003804716044,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,15,R,LE3,T,2,2,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,14,11,12,1.1168432140777944,-1.1964343232281751,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,M,16,R,GT3,T,1,1,at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11,11,11,-0.1272057691321301,-0.3884272089510407,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,18,U,GT3,T,1,2,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,8,-1.949600205805756,1.05810831736718,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,M,15,U,GT3,T,3,1,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10,9,11,-0.4216636072156852,-1.650538553702974,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14,13,14,1.4081399578979594,-0.4928113657120631,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13,12,13,0.8486272259303111,-1.1492781796206832,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,16,U,GT3,T,4,4,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13,12,13,0.9491200110421812,-0.7377275809540901,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4,13,12,12,0.8724662298106735,-0.9641300711686406,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,2,2,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12,11,12,-0.0529356452880674,-0.1832869496991905,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,LE3,T,2,2,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0,14,14,16,1.654386602192115,-0.3912623830553541,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,M,16,U,LE3,T,2,1,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10,8,10,-0.8981671116547097,-0.8324195525936051,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,15,R,LE3,T,1,3,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10,11,11,-0.1244140973884404,-1.3588039358318234,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,15,U,GT3,T,2,2,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,12,13,14,1.3966809997807583,-1.2807463050421286,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,16,R,LE3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,10,8,8,-1.1410888981765004,-1.114079116939958,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,15,U,GT3,T,3,3,services,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11,12,10,11,-0.0714728850142167,-0.4763311228534884,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,1,1,at_home,other,course,father,2,2,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0,7,7,8,-3.0905617211436005,0.0142503108402129,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,17,U,GT3,T,2,2,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4,9,9,10,-1.0273594249704046,-0.281223191338091,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,19,U,GT3,T,2,3,at_home,services,course,other,1,1,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0,9,9,10,-1.7040850160223189,0.9672545396534232,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,9,10,11,-0.6985062334376617,-0.3651600581117925,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0,9,10,9,-0.7048949375051142,-1.7445499332470265,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,2,2,other,other,course,father,3,2,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,1,1,9,10,11,-0.3614803658714536,-1.0513397702340808,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,LE3,A,2,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,7,7,8,-1.8859003208130176,-0.9492868193341318,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0,11,10,11,-0.1165701955756574,-0.4933778771024766,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,GT3,T,2,2,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9,10,10,-1.200660637427189,-0.533473617594323,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,18,R,LE3,A,3,2,other,other,course,other,2,3,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,7,9,10,-2.113279786472732,1.3046543374455035,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,19,U,GT3,T,1,1,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,7,9,9,-1.8687390548445515,1.2839668220522944,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,M,18,R,GT3,T,1,1,other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8,9,10,-1.7600608876368542,0.3675117706550944,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,9,11,10,-1.3179527366470176,0.8954409810713604,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,19,U,GT3,T,1,1,other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,7,8,9,-2.3242744511345506,1.831365006668247,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,16,R,GT3,A,2,2,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8,10,10,-0.6865674436531659,-1.057730187069919,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,17,U,GT3,T,0,1,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9,9,10,-1.042051310809961,-0.1885647018674776,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8,9,9,-0.9566530918276837,-1.3444272781786708,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14,13,13,1.0826116241375816,-0.5889850806280051,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14,14,14,1.3526972723120991,-0.3022879895192534,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,10,-0.3544739177214706,-0.1071487203733482,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14,13,14,1.4228318437375158,-0.5854698551826766,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17,16,16,2.503747122223586,-0.1322119033137645,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,M,17,U,GT3,T,1,2,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7,-2.9016734209754818,0.5778617446626236,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,M,16,U,LE3,T,4,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13,0.8017598966679524,0.0990740156719393,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,17,R,LE3,T,2,2,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9,-1.0099603907605708,-0.1296294925295709,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,16,U,GT3,T,1,1,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14,1.99428336548966,-0.6215731702321832,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,19,U,LE3,T,2,2,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13,0.7874620557716308,0.8665430238330708,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11,-0.1573209953219614,-0.3955129903802801,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10,-1.3873343777830465,2.314486770763313,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,17,U,LE3,T,1,1,other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10,0.1146611065765522,-0.5329964175973119,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,M,17,R,GT3,T,2,2,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9,-1.4294622998267277,-0.1277694502341324,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18,2.969194348835446,-0.0781941793047993,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17,2.540532615666121,0.3716220697831897,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,17,U,GT3,A,1,0,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10,-0.4307315012688441,-0.5020994997993884,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7,-2.597554451342795,0.8549729779918782,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,16,U,GT3,T,3,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8,-1.786823233687154,-1.5075689620188857,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7,-2.1266021973084226,-1.4213008893841104,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10,-1.1636427098094948,0.5404110352166065,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16,2.185087324197956,-0.3295008113826643,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15,1.5182338230916634,-0.4394336757579171,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
MS,F,18,U,GT3,A,2,4,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8,-2.59910065506744,0.7549457558977923,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8,7,0,-2.508661385238105,-1.884386551431662,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,6,8,8,-1.6927586524020608,-0.9916116807302926,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8,10,10,-0.6571836719740534,-1.2430471660111455,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
MS,F,16,U,GT3,T,4,4,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8,8,8,-1.3148900550395393,-1.0751734324637423,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
